strip,number,expected,category,color temp,lux,R,G,B,C,R_clear,G_clear,B_clear,R_gamma,G_gamma,B_gamma,H_360,H,S,V
1,1_40,1,blood,4370,5061,9868,8458,6947,25042,100.485,86.127,70.741,25.101,17.072,10.438,32,0.0889,0.3,100
1,1_40,1,pH,1690,1526,8163,4281,3526,15682,132.736,69.612,57.335,50.34,10.026,6.173,9.6,0.0267,0.5682,132
1,1_40,1,protein,4141,5165,8799,7881,6035,22513,99.664,89.266,68.357,24.592,18.671,9.581,40.65,0.1129,0.3131,99
1,1_40,1,glucose,10359,2931,4291,5119,5131,14455,75.697,90.304,90.516,12.363,19.218,19.331,180,0.5,0.1667,90
1,1_40,1,ketone,5325,4498,8947,7955,7040,23739,96.107,85.451,75.622,22.456,16.739,12.333,28.57,0.0794,0.2188,96
2,2_40,2,pH,2493,3286,9154,6008,4405,19383,120.429,79.04,57.952,39.47,13.774,6.34,20.95,0.0582,0.525,120
2,2_40,2,protein,4527,5096,8661,7953,6346,22738,97.131,89.191,71.169,23.058,18.631,10.596,41.54,0.1154,0.268,97
2,2_40,2,glucose,5611,3026,4387,4602,3843,12711,88.009,92.322,77.096,18.02,20.31,12.942,76,0.2111,0.163,92
2,2_40,2,ketone,4385,3687,9240,7191,6370,22436,105.019,81.73,72.399,28.029,14.976,11.06,16.36,0.0455,0.3143,105
3,3_40,3,pH,3907,3921,6985,6039,4567,17426,102.214,88.371,66.83,26.195,18.206,9.055,36.67,0.1019,0.3529,102
3,3_40,3,protein,4903,4961,8530,7950,6581,22782,95.477,88.985,73.661,22.089,18.524,11.549,40.91,0.1136,0.2316,95
3,3_40,3,glucose,4542,3275,4757,4712,3576,12841,94.466,93.572,71.013,21.509,21.004,10.539,57.39,0.1594,0.2447,94
3,3_40,3,ketone,4736,3727,9096,7260,6529,22403,103.534,82.636,74.316,27.049,15.395,11.807,16.55,0.046,0.2816,103
4,4_40,2,blood,4775,4898,8267,7720,6289,22211,94.912,88.632,72.203,21.764,18.341,10.986,43.64,0.1212,0.234,94
4,4_40,4,pH,5463,2622,3446,3784,3049,10468,83.944,92.178,74.274,16.011,20.231,11.79,90,0.25,0.1957,92
4,4_40,4,protein,5388,4223,6404,6496,5398,18184,89.805,91.095,75.698,18.954,19.642,12.364,67.5,0.1875,0.1758,91
4,4_40,4,glucose,5418,4342,8249,7515,6614,22138,95.017,86.563,76.184,21.825,17.289,12.563,31.58,0.0877,0.2,95
4,4_40,4,ketone,4448,1460,6388,4218,4267,14482,112.48,74.271,75.134,33.276,11.789,12.135,358.42,0.9956,0.3393,112
5,5_40,3,blood,4786,3609,3705,4503,3136,11260,83.905,101.977,71.02,15.992,26.043,10.541,96,0.2667,0.297,101
5,5_40,5,pH,7591,3014,5263,5359,5104,15408,87.102,88.691,84.47,17.559,18.371,16.263,75,0.2083,0.0455,88
5,5_40,5,protein,5870,4554,7880,7637,6751,21961,91.499,88.677,78.389,19.86,18.364,13.492,46.15,0.1282,0.1429,91
5,5_40,5,glucose,3920,2267,5061,4007,3298,12088,106.763,84.529,69.572,29.207,16.291,10.012,24.32,0.0676,0.3491,106
5,5_40,5,ketone,5889,3523,7606,6661,6176,19979,97.078,85.017,78.827,23.027,16.527,13.681,22.11,0.0614,0.1959,97
6,6_40,4,blood,5881,4051,7248,6914,6160,20186,91.56,87.341,77.816,19.893,17.68,13.247,42.86,0.119,0.1538,91
6,6_40,6,protein,6430,3837,6156,6325,5666,17975,87.331,89.729,80.38,17.675,18.913,14.365,73.33,0.2037,0.1011,89
6,6_40,6,glucose,3175,1101,3834,2536,2263,8490,115.155,76.17,67.97,35.29,12.557,9.446,11.25,0.0312,0.4174,115
